0.010	-0.000	0.000	-0.000	-0.000	0.000	-0.010
0.020	-0.000	0.000	-0.000	-0.000	0.000	-0.020
0.030	-0.000	0.000	-0.001	-0.000	0.000	-0.030
0.040	-0.000	0.000	-0.001	-0.000	0.000	-0.040
0.050	-0.000	0.000	-0.002	-0.000	0.001	-0.050
0.060	-0.000	0.000	-0.002	-0.001	0.001	-0.060
0.070	-0.000	0.000	-0.003	-0.001	0.001	-0.070
0.080	-0.000	0.000	-0.004	-0.001	0.001	-0.080
0.090	-0.000	0.000	-0.005	-0.001	0.001	-0.090
0.100	-0.000	0.000	-0.006	-0.001	0.001	-0.100
0.110	-0.000	0.000	-0.007	-0.001	0.001	-0.110
0.120	-0.000	0.000	-0.008	-0.001	0.002	-0.120
0.130	-0.000	0.000	-0.009	-0.001	0.002	-0.130
0.140	-0.000	0.000	-0.011	-0.001	0.002	-0.140
0.150	-0.000	0.000	-0.012	-0.001	0.002	-0.150
0.160	-0.000	0.000	-0.014	-0.002	0.002	-0.160
0.170	-0.000	0.000	-0.015	-0.002	0.002	-0.170
0.180	-0.000	0.000	-0.017	-0.002	0.002	-0.181
0.190	-0.000	0.000	-0.019	-0.002	0.002	-0.191
0.200	-0.000	0.000	-0.021	-0.002	0.002	-0.201
0.210	-0.000	0.000	-0.023	-0.002	0.002	-0.211
0.220	-0.000	0.000	-0.025	-0.002	0.003	-0.221
0.230	-0.000	0.000	-0.028	-0.002	0.003	-0.231
0.240	-0.000	0.000	-0.030	-0.002	0.003	-0.241
0.250	-0.000	0.000	-0.033	-0.002	0.003	-0.251
0.260	-0.000	0.000	-0.035	-0.002	0.003	-0.261
0.270	-0.000	0.000	-0.038	-0.003	0.003	-0.271
0.280	-0.000	0.000	-0.041	-0.003	0.003	-0.281
0.290	-0.000	0.001	-0.044	-0.003	0.004	-0.291
0.300	-0.000	0.001	-0.047	-0.003	0.004	-0.301
0.310	-0.000	0.001	-0.050	-0.003	0.004	-0.311
0.320	-0.000	0.001	-0.053	-0.003	0.004	-0.321
0.330	-0.001	0.001	-0.056	-0.003	0.004	-0.331
0.340	-0.001	0.001	-0.060	-0.003	0.004	-0.341
0.350	-0.001	0.001	-0.063	-0.003	0.004	-0.351
0.360	-0.001	0.001	-0.067	-0.003	0.005	-0.361
0.370	-0.001	0.001	-0.070	-0.003	0.005	-0.371
0.380	-0.001	0.001	-0.074	-0.003	0.005	-0.381
0.390	-0.001	0.001	-0.078	-0.004	0.005	-0.391
0.400	-0.001	0.001	-0.082	-0.004	0.005	-0.401
0.410	-0.001	0.001	-0.086	-0.004	0.005	-0.411
0.420	-0.001	0.001	-0.091	-0.004	0.005	-0.421
0.430	-0.001	0.001	-0.095	-0.004	0.005	-0.431
0.440	-0.001	0.001	-0.099	-0.004	0.006	-0.441
0.450	-0.001	0.001	-0.104	-0.004	0.006	-0.451
0.460	-0.001	0.001	-0.108	-0.004	0.006	-0.461
0.470	-0.001	0.001	-0.113	-0.004	0.006	-0.471
0.480	-0.001	0.001	-0.118	-0.004	0.006	-0.481
0.490	-0.001	0.002	-0.123	-0.005	0.006	-0.491
0.500	-0.001	0.002	-0.128	-0.005	0.006	-0.501
0.510	-0.001	0.002	-0.133	-0.005	0.006	-0.511
0.520	-0.001	0.002	-0.138	-0.005	0.007	-0.521
0.530	-0.001	0.002	-0.143	-0.005	0.007	-0.531
0.540	-0.001	0.002	-0.149	-0.005	0.007	-0.541
0.550	-0.001	0.002	-0.154	-0.005	0.007	-0.551
0.560	-0.001	0.002	-0.160	-0.005	0.007	-0.561
0.570	-0.002	0.002	-0.166	-0.005	0.007	-0.571
0.580	-0.002	0.002	-0.172	-0.005	0.007	-0.582
0.590	-0.002	0.002	-0.177	-0.005	0.007	-0.592
0.600	-0.002	0.002	-0.183	-0.005	0.007	-0.602
0.610	-0.002	0.002	-0.190	-0.006	0.008	-0.612
0.620	-0.002	0.002	-0.196	-0.006	0.008	-0.622
0.630	-0.002	0.003	-0.202	-0.006	0.008	-0.632
0.640	-0.002	0.003	-0.209	-0.006	0.008	-0.642
0.650	-0.002	0.003	-0.215	-0.006	0.008	-0.652
0.660	-0.002	0.003	-0.222	-0.006	0.008	-0.662
0.670	-0.002	0.003	-0.228	-0.006	0.008	-0.672
0.680	-0.002	0.003	-0.235	-0.006	0.009	-0.682
0.690	-0.002	0.003	-0.242	-0.006	0.009	-0.692
0.700	-0.002	0.003	-0.249	-0.006	0.009	-0.702
0.710	-0.002	0.003	-0.256	-0.007	0.009	-0.712
0.720	-0.002	0.003	-0.263	-0.007	0.009	-0.722
0.730	-0.002	0.003	-0.271	-0.007	0.009	-0.732
0.740	-0.003	0.003	-0.278	-0.007	0.009	-0.742
0.750	-0.003	0.004	-0.286	-0.007	0.009	-0.752
0.760	-0.003	0.004	-0.293	-0.007	0.009	-0.762
0.770	-0.003	0.004	-0.301	-0.007	0.010	-0.772
0.780	-0.003	0.004	-0.309	-0.007	0.010	-0.782
0.790	-0.003	0.004	-0.317	-0.007	0.010	-0.792
0.800	-0.003	0.004	-0.325	-0.007	0.010	-0.802
0.810	-0.003	0.004	-0.333	-0.008	0.011	-0.812
0.820	-0.003	0.004	-0.341	-0.008	0.011	-0.822
0.830	-0.003	0.004	-0.349	-0.008	0.012	-0.832
0.840	-0.003	0.005	-0.358	-0.008	0.012	-0.842
0.850	-0.003	0.005	-0.366	-0.008	0.012	-0.852
0.860	-0.003	0.005	-0.375	-0.008	0.012	-0.862
0.870	-0.004	0.005	-0.384	-0.008	0.012	-0.872
0.880	-0.004	0.005	-0.393	-0.008	0.012	-0.882
0.890	-0.004	0.005	-0.402	-0.009	0.013	-0.892
0.900	-0.004	0.005	-0.411	-0.009	0.013	-0.902
0.910	-0.004	0.005	-0.420	-0.009	0.013	-0.912
0.920	-0.004	0.006	-0.429	-0.009	0.014	-0.922
0.930	-0.004	0.006	-0.438	-0.009	0.014	-0.932
0.940	-0.004	0.006	-0.448	-0.009	0.014	-0.943
0.950	-0.004	0.006	-0.457	-0.009	0.014	-0.953
0.960	-0.004	0.006	-0.467	-0.009	0.015	-0.963
0.970	-0.004	0.006	-0.477	-0.009	0.015	-0.973
0.980	-0.005	0.006	-0.486	-0.009	0.015	-0.984
0.990	-0.005	0.006	-0.496	-0.010	0.011	-0.996
1.000	-0.005	0.007	-0.506	-0.010	0.012	-1.007
1.010	-0.005	0.007	-0.517	-0.010	0.012	-1.017
1.020	-0.005	0.007	-0.527	-0.010	0.015	-1.027
1.030	-0.005	0.007	-0.537	-0.010	0.016	-1.037
1.040	-0.005	0.007	-0.548	-0.010	0.017	-1.047
1.050	-0.005	0.007	-0.558	-0.010	0.017	-1.057
1.060	-0.005	0.008	-0.569	-0.010	0.017	-1.068
1.070	-0.005	0.008	-0.580	-0.010	0.018	-1.079
1.080	-0.006	0.008	-0.591	-0.011	0.019	-1.089
1.090	-0.006	0.008	-0.602	-0.011	0.019	-1.100
1.100	-0.006	0.008	-0.613	-0.012	0.020	-1.110
1.110	-0.006	0.009	-0.624	-0.013	0.021	-1.120
1.120	-0.006	0.009	-0.635	-0.014	0.021	-1.130
1.130	-0.006	0.009	-0.647	-0.014	0.021	-1.141
1.140	-0.006	0.009	-0.658	-0.016	0.021	-1.152
1.150	-0.007	0.009	-0.670	-0.017	0.021	-1.163
1.160	-0.007	0.010	-0.681	-0.018	0.022	-1.174
1.170	-0.007	0.010	-0.693	-0.020	0.022	-1.184
1.180	-0.007	0.010	-0.705	-0.022	0.022	-1.195
1.190	-0.007	0.010	-0.717	-0.024	0.024	-1.205
1.200	-0.008	0.011	-0.729	-0.026	0.024	-1.215
1.210	-0.008	0.011	-0.742	-0.027	0.023	-1.226
1.220	-0.008	0.011	-0.754	-0.028	0.023	-1.237
1.230	-0.008	0.011	-0.767	-0.029	0.023	-1.247
1.240	-0.009	0.011	-0.779	-0.031	0.022	-1.258
1.250	-0.009	0.012	-0.792	-0.032	0.022	-1.269
1.260	-0.009	0.012	-0.805	-0.034	0.022	-1.279
1.270	-0.010	0.012	-0.818	-0.036	0.022	-1.290
1.280	-0.010	0.012	-0.831	-0.039	0.022	-1.301
1.290	-0.011	0.013	-0.844	-0.042	0.021	-1.313
1.300	-0.011	0.013	-0.857	-0.045	0.021	-1.324
1.310	-0.012	0.013	-0.870	-0.047	0.021	-1.334
1.320	-0.012	0.013	-0.884	-0.049	0.020	-1.345
1.330	-0.013	0.013	-0.897	-0.051	0.019	-1.356
1.340	-0.013	0.013	-0.911	-0.053	0.017	-1.367
1.350	-0.014	0.014	-0.925	-0.055	0.016	-1.379
1.360	-0.014	0.014	-0.939	-0.057	0.014	-1.390
1.370	-0.015	0.014	-0.953	-0.060	0.013	-1.401
