1.560	74.886	-25.031	151.816	-0.387
1.560	75.126	-23.875	150.668	-0.378
1.570	75.279	-22.871	149.724	-0.369
1.570	75.263	-21.829	148.977	-0.362
1.580	75.112	-20.544	148.207	-0.356
1.580	74.741	-19.054	147.242	-0.349
1.590	74.298	-17.353	145.983	-0.337
1.590	73.846	-15.717	144.559	-0.323
1.600	73.382	-14.273	143.164	-0.306
1.600	73.036	-13.050	141.910	-0.290
1.610	72.942	-12.094	140.865	-0.276
1.610	73.062	-11.329	139.998	-0.268
1.620	73.113	-10.746	139.187	-0.263
1.620	72.949	-10.165	138.480	-0.257
1.630	72.615	-9.433	137.850	-0.250
1.630	72.202	-8.612	137.181	-0.243
1.640	71.655	-7.778	136.376	-0.235
1.640	71.018	-6.884	135.408	-0.224
1.650	70.335	-6.008	134.355	-0.212
1.650	69.667	-5.165	133.268	-0.198
1.660	69.031	-4.404	132.198	-0.184
1.660	68.458	-3.670	131.181	-0.171
1.670	68.030	-2.959	130.178	-0.160
1.670	67.655	-2.300	129.180	-0.150
1.680	67.157	-1.735	128.132	-0.140
1.680	66.543	-1.219	127.035	-0.129
1.690	65.890	-0.571	125.922	-0.116
1.690	65.175	0.110	124.830	-0.104
1.700	64.333	0.864	123.746	-0.092
1.700	63.335	1.661	122.594	-0.080
1.710	62.247	2.414	121.373	-0.067
1.710	61.128	3.233	120.080	-0.053
1.720	60.060	3.863	118.800	-0.039
1.720	59.162	4.288	117.628	-0.025
1.730	58.425	4.679	116.530	-0.012
1.730	57.660	4.934	115.388	-0.000
1.740	56.969	5.095	114.164	0.012
1.740	56.534	5.235	112.954	0.026
1.750	56.160	5.392	111.867	0.037
1.750	55.492	5.625	110.827	0.046
1.760	54.612	5.997	109.674	0.056
1.760	53.636	6.273	108.403	0.067
1.770	52.588	6.567	107.067	0.080
1.770	51.376	6.982	105.627	0.092
1.780	50.077	7.403	104.089	0.105
1.780	48.745	7.665	102.524	0.118
1.790	47.486	7.849	101.055	0.133
1.790	46.412	8.035	99.832	0.146
1.800	45.518	8.351	98.894	0.157
1.800	44.846	8.741	98.105	0.163
1.810	44.326	9.122	97.464	0.166
1.810	43.883	9.487	96.805	0.167
1.820	43.391	9.849	96.041	0.168
1.820	42.698	10.113	95.142	0.170
1.830	41.791	10.230	94.078	0.174
1.830	40.761	10.289	92.846	0.181
1.840	39.712	10.288	91.601	0.190
1.840	38.716	10.251	90.512	0.199
1.850	37.847	10.201	89.548	0.208
1.850	37.160	10.211	88.658	0.215
1.860	36.611	10.387	87.824	0.221
1.860	36.108	10.558	87.000	0.223
1.870	35.591	10.678	86.093	0.225
1.870	34.961	10.746	85.099	0.228
1.880	34.357	10.775	84.027	0.232
1.880	33.677	10.698	82.883	0.236
1.890	32.915	10.545	81.749	0.242
1.890	32.148	10.490	80.635	0.249
1.900	31.424	10.338	79.630	0.254
1.900	30.777	10.143	78.676	0.259
1.910	30.156	9.988	77.782	0.265
1.910	29.601	9.930	76.955	0.270
1.920	29.067	9.884	76.133	0.273
1.920	28.488	9.826	75.283	0.276
1.930	27.858	9.736	74.400	0.279
1.930	27.188	9.573	73.466	0.282
1.940	26.512	9.444	72.538	0.286
1.940	25.918	9.321	71.692	0.289
1.950	25.438	9.172	70.966	0.292
1.950	25.052	9.026	70.312	0.295
1.960	24.733	8.898	69.753	0.297
1.960	24.411	8.828	69.212	0.299
1.970	24.066	8.768	68.659	0.301
1.970	23.694	8.640	68.036	0.302
1.980	23.304	8.456	67.374	0.304
1.980	22.897	8.178	66.609	0.306
1.990	22.426	7.899	65.791	0.310
1.990	21.920	7.670	64.950	0.313
2.000	21.463	7.499	64.180	0.316
2.000	21.057	7.416	63.446	0.318
2.010	20.713	7.375	62.785	0.318
2.010	20.360	7.325	62.140	0.318
2.020	20.023	7.270	61.551	0.318
2.020	19.637	7.176	60.890	0.318
2.030	19.207	6.976	60.126	0.318
2.030	18.716	6.654	59.214	0.320
2.040	18.156	6.277	58.196	0.322
2.040	17.617	5.905	57.179	0.325
2.050	17.155	5.581	56.226	0.328
2.050	16.788	5.359	55.406	0.330
2.060	16.488	5.221	54.625	0.330
2.060	16.208	5.155	53.901	0.330
2.070	15.897	5.127	53.204	0.329
2.070	15.542	5.075	52.394	0.327
2.080	15.163	4.971	51.519	0.325
2.080	14.777	4.820	50.611	0.324
2.090	14.429	4.612	49.706	0.322
2.090	14.140	4.343	48.754	0.322
2.100	13.898	4.121	47.838	0.322
2.100	13.726	4.009	46.957	0.321
2.110	13.614	3.984	46.121	0.319
2.110	13.507	4.041	45.406	0.317
2.120	13.391	4.044	44.685	0.314
2.120	13.253	3.891	43.891	0.311
2.130	13.038	3.619	42.992	0.310
2.130	12.805	3.179	42.003	0.309
2.140	12.520	2.665	40.993	0.310
2.140	12.235	2.113	39.977	0.312
2.150	11.983	1.576	38.956	0.313
2.150	11.793	1.124	37.924	0.314
2.160	11.656	0.761	36.936	0.315
2.160	11.566	0.406	36.035	0.314
2.170	11.463	0.034	35.174	0.314
2.170	11.344	-0.311	34.350	0.314
2.180	11.248	-0.670	33.548	0.313
2.180	11.147	-1.000	32.665	0.313
2.190	11.058	-1.326	31.769	0.312
2.190	10.911	-1.562	30.918	0.311
2.200	10.776	-1.725	30.014	0.309
2.200	10.654	-1.817	29.064	0.305
2.210	10.557	-1.899	28.030	0.300
2.210	10.506	-2.089	27.036	0.295
2.220	10.446	-2.301	26.056	0.292
2.220	10.399	-2.461	25.150	0.288
2.230	10.317	-2.502	24.282	0.284
2.230	10.247	-2.473	23.508	0.279
2.240	10.172	-2.346	22.778	0.274
2.240	10.097	-2.142	22.060	0.268
2.250	10.024	-1.914	21.385	0.261
2.250	9.975	-1.721	20.648	0.254
2.260	9.810	-1.511	19.915	0.247
2.260	9.589	-1.242	19.102	0.239
2.270	9.374	-0.948	18.278	0.230
2.270	9.142	-0.609	17.478	0.220
2.280	8.932	-0.251	16.679	0.210
2.280	8.756	0.158	15.839	0.199
2.290	8.594	0.554	14.976	0.188
2.290	8.443	0.945	14.215	0.177
2.300	8.285	1.314	13.555	0.167
2.300	8.170	1.683	12.961	0.158
2.310	8.097	2.089	12.430	0.149
2.310	8.009	2.554	11.905	0.141
2.320	7.900	2.990	11.370	0.132
2.320	7.747	3.418	10.861	0.123
2.330	7.590	3.885	10.317	0.114
2.330	7.466	4.395	9.803	0.104
2.340	7.374	4.889	9.267	0.094
2.340	7.350	5.305	8.715	0.085
2.350	7.357	5.695	8.148	0.076
2.350	7.434	6.109	7.597	0.068
2.360	7.581	6.602	7.107	0.061
2.360	7.775	7.144	6.690	0.053
2.370	7.982	7.731	6.344	0.046
2.370	8.184	8.357	6.093	0.039
2.380	8.368	8.974	5.875	0.032
2.380	8.599	9.565	5.723	0.026
2.390	8.812	10.134	5.635	0.020
2.390	9.046	10.744	5.547	0.015
2.400	9.317	11.376	5.480	0.009
2.400	9.607	12.065	5.365	0.004
2.410	9.876	12.821	5.265	-0.002
2.410	10.155	13.609	5.179	-0.009
2.420	10.481	14.402	5.129	-0.017
2.420	10.830	15.125	5.171	-0.024
2.430	11.261	15.773	5.232	-0.029
2.430	11.752	16.402	5.350	-0.033
2.440	12.250	17.005	5.548	-0.036
2.440	12.714	17.643	5.804	-0.039
2.450	13.143	18.349	6.046	-0.042
2.450	13.575	19.065	6.205	-0.046
2.460	14.004	19.789	6.323	-0.051
2.460	14.471	20.563	6.464	-0.056
2.470	14.980	21.385	6.684	-0.062
2.470	15.572	22.206	7.012	-0.067
2.480	16.235	22.977	7.425	-0.072
2.480	17.069	23.779	7.960	-0.076
2.490	17.890	24.591	8.489	-0.078
2.490	18.691	25.318	8.950	-0.082
2.500	19.407	25.998	9.383	-0.085
2.500	20.041	26.656	9.805	-0.088
2.510	20.601	27.276	10.210	-0.091
2.510	21.110	27.888	10.624	-0.095
2.520	21.620	28.435	11.059	-0.099
2.520	22.103	28.940	11.465	-0.102
2.530	22.631	29.423	11.930	-0.105
2.530	23.268	29.841	12.525	-0.107
2.540	24.005	30.248	13.256	-0.108
2.540	24.879	30.670	14.137	-0.107
2.550	25.871	31.116	15.169	-0.107
2.550	27.045	31.576	16.393	-0.105
2.560	28.382	32.024	17.796	-0.103
2.560	29.672	32.448	19.163	-0.101
2.570	30.847	32.779	20.409	-0.099
2.570	31.931	33.013	21.562	-0.097
2.580	32.939	33.123	22.544	-0.094
2.580	33.931	33.084	23.450	-0.090
2.590	34.890	33.040	24.294	-0.085
2.590	35.952	32.961	25.194	-0.081
2.600	37.097	32.807	26.149	-0.075
2.600	38.447	32.561	27.267	-0.069
2.610	39.987	32.207	28.565	-0.060
2.610	41.650	31.751	29.996	-0.050
2.620	43.425	31.233	31.558	-0.039
2.620	45.250	30.679	33.215	-0.027
2.630	47.028	30.038	34.899	-0.015
2.630	48.572	29.401	36.412	-0.003
2.640	49.766	28.843	37.591	0.008
2.640	50.914	28.203	38.651	0.017
2.650	51.955	27.553	39.646	0.027
2.650	52.974	26.880	40.613	0.037
2.660	54.026	26.129	41.588	0.046
