0.010	-0.523	0.139	0.007
0.020	-0.523	0.141	-0.005
0.020	-0.520	0.131	0.003
0.030	-0.524	0.152	0.006
0.030	-0.522	0.151	-0.002
0.040	-0.523	0.165	-0.005
0.040	-0.527	0.168	-0.013
0.050	-0.532	0.163	-0.023
0.050	-0.518	0.163	-0.030
0.060	-0.528	0.165	-0.025
0.060	-0.536	0.161	-0.036
0.070	-0.538	0.167	-0.035
0.070	-0.537	0.167	-0.018
0.080	-0.536	0.177	-0.020
0.080	-0.535	0.190	-0.017
0.090	-0.518	0.200	-0.023
0.090	-0.512	0.224	-0.024
0.100	-0.526	0.231	-0.024
0.100	-0.533	0.230	-0.034
0.110	-0.524	0.229	-0.043
0.110	-0.519	0.237	-0.041
0.120	-0.523	0.245	-0.025
0.120	-0.510	0.244	-0.022
0.130	-0.517	0.258	-0.033
0.130	-0.523	0.261	-0.032
0.140	-0.511	0.256	-0.036
0.140	-0.511	0.258	-0.033
0.150	-0.510	0.266	-0.036
0.150	-0.512	0.267	-0.028
0.160	-0.516	0.278	-0.018
0.160	-0.505	0.273	-0.014
0.170	-0.499	0.272	-0.011
0.170	-0.498	0.278	-0.020
0.180	-0.509	0.275	-0.019
0.180	-0.512	0.268	-0.028
0.190	-0.506	0.258	-0.020
0.190	-0.507	0.274	-0.020
0.200	-0.506	0.272	-0.027
0.200	-0.506	0.273	-0.031
0.210	-0.516	0.281	-0.024
0.210	-0.525	0.284	-0.023
0.220	-0.513	0.278	-0.033
0.220	-0.519	0.291	-0.031
0.230	-0.530	0.304	-0.032
0.230	-0.531	0.309	-0.018
0.240	-0.519	0.314	-0.015
0.240	-0.507	0.309	-0.017
0.250	-0.504	0.326	0.003
0.250	-0.503	0.343	-0.003
0.260	-0.503	0.353	-0.007
0.260	-0.515	0.344	-0.002
0.270	-0.512	0.348	-0.006
0.270	-0.509	0.349	0.003
0.280	-0.511	0.351	0.008
0.280	-0.535	0.360	0.001
0.290	-0.539	0.356	0.000
0.290	-0.521	0.361	-0.004
0.300	-0.522	0.366	-0.016
0.300	-0.539	0.367	-0.026
0.310	-0.555	0.373	-0.025
0.310	-0.542	0.379	-0.028
0.320	-0.533	0.380	-0.029
0.320	-0.526	0.382	-0.029
0.330	-0.528	0.387	-0.024
0.330	-0.533	0.382	-0.029
0.340	-0.541	0.388	-0.016
0.340	-0.547	0.380	-0.030
0.350	-0.556	0.378	-0.027
0.350	-0.558	0.381	-0.037
0.360	-0.550	0.378	-0.036
0.360	-0.551	0.377	-0.038
0.370	-0.561	0.395	-0.036
0.370	-0.556	0.387	-0.038
0.380	-0.557	0.401	-0.032
0.380	-0.568	0.399	-0.040
0.390	-0.574	0.402	-0.045
0.390	-0.575	0.410	-0.031
0.400	-0.573	0.410	-0.043
0.400	-0.577	0.405	-0.036
0.410	-0.585	0.408	-0.033
0.410	-0.599	0.418	-0.036
0.420	-0.608	0.424	-0.023
0.420	-0.621	0.439	-0.026
0.430	-0.619	0.439	-0.005
0.430	-0.620	0.440	-0.009
0.440	-0.615	0.436	-0.015
0.440	-0.610	0.440	-0.015
0.450	-0.619	0.449	-0.001
0.450	-0.610	0.445	-0.004
0.460	-0.603	0.445	0.017
0.460	-0.601	0.462	0.014
0.470	-0.603	0.452	0.008
0.470	-0.598	0.457	0.022
0.480	-0.608	0.469	0.029
0.480	-0.607	0.464	0.026
0.490	-0.607	0.471	0.028
0.490	-0.611	0.469	0.027
0.500	-0.615	0.478	0.017
0.500	-0.610	0.492	0.007
0.510	-0.622	0.511	0.008
0.510	-0.633	0.525	0.020
0.520	-0.649	0.528	0.018
0.520	-0.636	0.530	0.026
0.530	-0.636	0.533	0.033
0.530	-0.639	0.523	0.029
0.540	-0.632	0.518	0.031
0.540	-0.642	0.511	0.023
0.550	-0.628	0.517	0.032
0.550	-0.626	0.506	0.020
0.560	-0.622	0.497	0.021
0.560	-0.614	0.493	0.027
0.570	-0.612	0.506	0.038
0.570	-0.605	0.511	0.038
0.580	-0.612	0.518	0.038
0.580	-0.617	0.531	0.034
0.590	-0.619	0.535	0.032
0.590	-0.620	0.539	0.030
0.600	-0.619	0.537	0.032
0.600	-0.627	0.538	0.039
0.610	-0.627	0.538	0.040
0.610	-0.633	0.544	0.037
0.620	-0.633	0.542	0.040
0.620	-0.625	0.534	0.040
0.630	-0.629	0.541	0.049
0.630	-0.642	0.551	0.064
0.640	-0.643	0.563	0.064
0.640	-0.641	0.549	0.071
0.650	-0.626	0.559	0.087
0.650	-0.627	0.576	0.082
0.660	-0.624	0.582	0.091
0.660	-0.635	0.574	0.105
0.670	-0.620	0.569	0.109
0.670	-0.611	0.580	0.092
0.680	-0.616	0.570	0.106
0.680	-0.616	0.584	0.112
0.690	-0.617	0.583	0.104
0.690	-0.618	0.589	0.134
0.700	-0.616	0.596	0.124
0.700	-0.612	0.596	0.132
0.710	-0.625	0.601	0.124
0.710	-0.613	0.609	0.130
0.720	-0.612	0.617	0.133
0.720	-0.609	0.616	0.141
0.730	-0.615	0.625	0.141
0.730	-0.611	0.635	0.141
0.740	-0.614	0.643	0.134
0.740	-0.599	0.639	0.126
0.750	-0.595	0.640	0.127
0.750	-0.615	0.659	0.109
0.760	-0.625	0.651	0.130
0.760	-0.625	0.639	0.128
0.770	-0.615	0.648	0.127
0.770	-0.612	0.659	0.131
0.780	-0.609	0.659	0.134
0.780	-0.605	0.659	0.136
0.790	-0.609	0.655	0.138
0.790	-0.609	0.660	0.150
0.800	-0.609	0.662	0.143
0.800	-0.612	0.667	0.156
0.810	-0.618	0.671	0.145
0.810	-0.622	0.684	0.136
0.820	-0.628	0.690	0.147
0.820	-0.621	0.697	0.154
0.830	-0.618	0.694	0.143
0.830	-0.631	0.701	0.128
0.840	-0.640	0.709	0.142
0.840	-0.644	0.704	0.145
0.850	-0.644	0.716	0.143
0.850	-0.640	0.726	0.155
0.860	-0.640	0.736	0.156
0.860	-0.642	0.740	0.162
0.870	-0.633	0.726	0.154
0.870	-0.638	0.728	0.164
0.880	-0.625	0.731	0.169
0.880	-0.627	0.736	0.172
0.890	-0.630	0.744	0.160
0.890	-0.632	0.753	0.163
0.900	-0.617	0.753	0.165
0.900	-0.619	0.758	0.175
0.910	-0.623	0.754	0.174
0.910	-0.620	0.760	0.184
0.920	-0.617	0.756	0.190
0.920	-0.612	0.762	0.168
0.930	-0.600	0.754	0.176
0.930	-0.600	0.744	0.165
0.940	-0.606	0.751	0.159
0.940	-0.612	0.766	0.159
0.950	-0.605	0.791	0.152
0.950	-0.593	0.792	0.152
0.960	-0.589	0.787	0.168
0.960	-0.589	0.810	0.154
0.970	-0.596	0.814	0.156
0.970	-0.608	0.800	0.166
0.980	-0.586	0.815	0.163
0.980	-0.590	0.824	0.174
0.990	-0.603	0.827	0.171
0.990	-0.617	0.822	0.186
1.000	-0.620	0.816	0.187
1.000	-0.620	0.824	0.190
1.010	-0.625	0.824	0.204
1.010	-0.628	0.836	0.202
1.020	-0.624	0.840	0.217
1.020	-0.629	0.848	0.203
1.030	-0.630	0.851	0.201
1.030	-0.615	0.854	0.195
1.040	-0.629	0.856	0.194
1.040	-0.629	0.870	0.201
1.050	-0.621	0.873	0.206
