0.020	-6.409	-19.503	0.010
0.020	-6.402	-19.504	0.002
0.030	-6.401	-19.503	-0.016
0.040	-6.412	-19.487	-0.000
0.050	-6.431	-19.475	0.010
0.060	-6.438	-19.477	0.002
0.070	-6.452	-19.497	0.020
0.080	-6.453	-19.491	0.021
0.090	-6.446	-19.481	0.019
0.100	-6.445	-19.487	0.017
0.110	-6.435	-19.496	0.011
0.120	-6.449	-19.490	0.015
0.130	-6.452	-19.470	0.015
0.140	-6.450	-19.453	-0.000
0.150	-6.441	-19.443	0.001
0.160	-6.437	-19.452	0.020
0.170	-6.439	-19.439	0.021
0.180	-6.448	-19.435	0.035
0.190	-6.443	-19.426	0.038
0.200	-6.438	-19.411	0.023
0.210	-6.443	-19.411	0.028
0.220	-6.434	-19.411	0.032
0.230	-6.421	-19.407	0.024
0.240	-6.430	-19.396	0.023
0.250	-6.425	-19.396	0.012
0.260	-6.423	-19.390	0.023
0.270	-6.431	-19.392	0.036
0.280	-6.444	-19.378	0.030
0.290	-6.442	-19.391	0.022
0.300	-6.431	-19.399	0.014
0.310	-6.425	-19.398	0.003
0.320	-6.438	-19.390	0.013
0.330	-6.434	-19.363	0.006
0.340	-6.445	-19.367	-0.001
0.350	-6.446	-19.365	0.008
0.360	-6.437	-19.368	0.012
0.370	-6.440	-19.376	0.024
0.380	-6.435	-19.373	0.034
0.390	-6.451	-19.361	0.040
0.400	-6.467	-19.348	0.044
0.410	-6.465	-19.337	0.050
0.420	-6.468	-19.326	0.060
0.430	-6.471	-19.326	0.084
0.440	-6.483	-19.329	0.096
0.450	-6.479	-19.330	0.095
0.460	-6.476	-19.342	0.094
0.470	-6.485	-19.338	0.095
0.480	-6.488	-19.329	0.091
0.490	-6.494	-19.320	0.092
0.500	-6.489	-19.318	0.078
0.510	-6.481	-19.317	0.089
0.520	-6.486	-19.319	0.103
0.530	-6.476	-19.322	0.094
0.540	-6.488	-19.307	0.109
0.550	-6.503	-19.305	0.123
0.560	-6.488	-19.309	0.107
0.570	-6.484	-19.318	0.102
0.580	-6.487	-19.324	0.090
0.590	-6.490	-19.318	0.093
0.600	-6.476	-19.309	0.088
0.610	-6.470	-19.294	0.079
0.620	-6.472	-19.295	0.084
0.630	-6.496	-19.291	0.091
0.640	-6.511	-19.275	0.084
0.650	-6.526	-19.270	0.081
0.660	-6.513	-19.260	0.080
0.670	-6.518	-19.259	0.082
0.680	-6.536	-19.263	0.074
0.690	-6.532	-19.261	0.073
0.700	-6.537	-19.269	0.067
0.710	-6.543	-19.274	0.079
0.720	-6.541	-19.270	0.073
0.730	-6.555	-19.253	0.061
0.740	-6.565	-19.243	0.061
0.750	-6.577	-19.225	0.057
0.760	-6.581	-19.220	0.049
0.770	-6.596	-19.219	0.060
0.780	-6.596	-19.209	0.054
0.790	-6.618	-19.198	0.061
0.800	-6.631	-19.176	0.055
0.810	-6.648	-19.158	0.040
0.820	-6.655	-19.149	0.035
0.830	-6.665	-19.131	-0.002
0.840	-6.678	-19.114	-0.040
0.850	-6.650	-19.096	-0.103
0.860	-6.646	-19.103	-0.154
0.870	-6.649	-19.086	-0.224
0.880	-6.676	-19.069	-0.296
0.890	-6.731	-19.045	-0.397
0.900	-6.787	-19.012	-0.485
0.910	-6.871	-18.970	-0.539
0.920	-6.913	-18.945	-0.589
0.930	-7.057	-18.884	-0.661
0.940	-7.286	-18.818	-0.737
0.950	-7.579	-18.822	-0.796
0.960	-7.914	-18.883	-0.869
0.970	-8.255	-18.950	-0.982
0.980	-8.656	-19.038	-1.046
0.990	-9.202	-19.123	-0.858
1.000	-9.259	-19.349	-0.694
1.010	-9.421	-19.517	-0.464
1.020	-9.590	-19.666	-0.285
1.030	-9.711	-19.829	-0.172
1.040	-9.826	-19.980	-0.082
1.050	-9.900	-20.198	-0.085
1.060	-9.947	-20.396	-0.006
1.070	-9.945	-20.625	0.167
1.080	-9.941	-20.840	0.294
1.090	-9.974	-21.064	0.413
1.100	-9.981	-21.333	0.567
1.110	-9.987	-21.588	0.669
1.120	-10.006	-21.810	0.816
1.130	-10.047	-22.027	1.025
1.140	-10.066	-22.288	1.298
1.150	-10.027	-22.575	1.619
1.160	-9.938	-22.850	1.969
1.170	-9.883	-23.107	2.395
1.180	-9.798	-23.385	2.781
1.190	-9.623	-23.664	3.006
1.200	-9.388	-23.941	3.151
1.210	-9.123	-24.241	3.337
1.220	-8.834	-24.555	3.546
1.230	-8.529	-24.889	3.765
1.240	-8.244	-25.202	4.004
1.250	-7.985	-25.538	4.253
1.260	-7.695	-25.840	4.473
1.270	-7.377	-26.160	4.636
1.280	-7.036	-26.514	4.812
1.290	-6.613	-26.945	4.991
1.300	-6.122	-27.433	5.190
1.310	-5.638	-27.939	5.349
1.320	-5.172	-28.361	5.386
1.330	-4.684	-28.804	5.445
1.340	-4.218	-29.266	5.562
1.350	-3.748	-29.757	5.712
1.360	-3.268	-30.290	5.894
1.370	-2.781	-30.855	6.135
1.380	-2.242	-31.467	6.283
1.390	-1.700	-32.146	6.322
1.400	-1.211	-32.822	6.273
1.410	-0.737	-33.396	6.265
1.420	-0.308	-33.806	6.296
1.430	0.076	-34.177	6.311
1.440	0.451	-34.540	6.340
1.450	0.945	-34.783	6.605
1.460	1.252	-35.051	6.836
1.470	1.595	-35.321	6.942
1.480	1.914	-35.576	6.961
1.490	2.229	-35.820	7.001
1.500	2.551	-36.053	7.046
1.510	2.878	-36.263	7.051
1.520	3.241	-36.496	7.021
1.530	3.490	-36.753	7.035
1.540	3.688	-37.023	7.070
1.550	3.859	-37.315	7.051
1.560	3.939	-37.632	7.066
1.570	4.083	-37.977	7.044
1.580	4.192	-38.329	7.030
1.590	4.309	-38.687	7.015
1.600	4.422	-39.069	7.083
1.610	4.551	-39.476	7.231
1.620	4.736	-39.902	7.442
1.630	4.950	-40.352	7.674
1.640	5.105	-40.820	7.930
1.650	5.282	-41.252	8.143
1.660	5.464	-41.634	8.318
1.670	5.603	-41.989	8.503
1.680	5.738	-42.364	8.624
1.690	5.925	-42.704	8.696
1.700	6.096	-43.057	8.842
1.710	6.324	-43.410	9.083
1.720	6.573	-43.789	9.334
1.730	6.770	-44.220	9.624
1.740	6.969	-44.704	9.902
1.750	7.127	-45.234	10.180
1.760	7.211	-45.828	10.420
1.770	7.304	-46.473	10.585
1.780	7.398	-47.139	10.726
1.790	7.482	-47.849	10.894
1.800	7.607	-48.540	11.109
1.810	7.808	-49.239	11.329
1.820	8.040	-50.003	11.578
1.830	8.261	-50.829	11.849
1.840	8.501	-51.696	12.074
1.850	8.759	-52.575	12.221
1.860	9.002	-53.474	12.305
1.870	9.251	-54.376	12.345
1.880	9.445	-55.261	12.493
1.890	9.624	-56.117	12.748
1.900	9.768	-56.901	13.164
1.910	10.011	-57.692	13.541
1.920	10.271	-58.555	13.992
1.930	10.511	-59.554	14.569
1.940	10.651	-60.658	15.279
1.950	10.683	-61.783	15.985
1.960	10.868	-62.873	16.515
1.970	11.219	-63.900	16.832
1.980	11.612	-64.989	17.021
1.990	12.044	-66.093	17.166
2.000	12.590	-67.146	17.228
2.010	13.180	-68.161	17.289
2.020	13.769	-69.154	17.340
2.030	14.469	-70.150	17.339
2.040	15.137	-71.192	17.403
2.050	15.633	-72.308	17.631
2.060	16.278	-73.489	17.735
2.070	16.923	-74.705	17.789
2.080	17.472	-75.937	17.937
2.090	18.023	-77.156	18.031
2.100	18.715	-78.347	17.890
2.110	19.580	-79.608	17.563
2.120	21.241	-80.942	16.550
2.130	23.706	-82.326	14.903
2.140	26.902	-83.705	12.577
2.150	31.421	-85.121	9.035
2.160	38.507	-86.584	3.096
2.170	50.721	-88.006	-7.847
2.180	79.483	-89.314	-35.255
2.190	204.485	-90.049	-158.864
2.200	467.818	-88.257	-420.847
2.210	535.063	-88.247	-486.821
2.220	566.530	-86.191	-517.060
2.230	564.342	-83.823	-513.579
2.240	564.698	-81.437	-512.553
2.250	565.627	-79.145	-512.056
2.260	566.409	-76.949	-511.331
2.270	566.986	-74.771	-510.348
2.280	567.571	-72.601	-509.282
2.290	568.137	-70.462	-508.155
2.300	568.719	-68.368	-507.080
2.310	569.316	-66.270	-505.965
2.320	569.913	-64.170	-504.790
2.330	570.528	-62.028	-503.613
2.340	571.222	-59.807	-502.595
2.350	572.058	-57.490	-501.887
2.360	572.991	-55.148	-501.399
2.370	573.924	-52.920	-500.935
2.380	574.876	-50.796	-500.460
2.390	575.923	-48.724	-499.937
2.400	577.036	-46.742	-499.398
2.410	578.139	-44.709	-498.903
2.420	579.227	-42.568	-498.391
2.430	580.325	-40.369	-497.871
2.440	581.581	-38.218	-497.436
2.450	582.915	-36.211	-497.043
2.460	584.187	-34.395	-496.590
2.470	585.446	-32.831	-496.122
2.480	586.567	-31.468	-495.641
2.490	587.528	-30.327	-495.139
2.500	588.374	-29.356	-494.667
2.510	589.185	-28.533	-494.205
2.520	590.102	-27.850	-493.816
2.530	591.005	-27.256	-493.584
2.540	591.923	-26.716	-493.458
2.550	592.765	-26.191	-493.357
2.560	593.535	-25.748	-493.250
2.570	594.291	-25.365	-493.078
2.580	595.145	-25.035	-492.887
2.590	596.151	-24.747	-492.716
2.600	597.342	-24.542	-492.604
2.610	598.790	-24.447	-492.548
2.620	600.031	-24.258	-492.441
2.630	601.205	-23.984	-492.291
2.640	602.409	-23.666	-492.153
2.650	603.708	-23.376	-492.070
2.660	605.091	-23.157	-492.091
2.670	606.342	-23.037	-492.082
2.680	607.439	-22.943	-491.949
2.690	608.458	-22.899	-491.713
2.700	609.447	-22.840	-491.596
2.710	610.445	-22.817	-491.613
2.720	611.506	-22.959	-491.697
2.730	612.783	-23.332	-491.886
2.740	614.149	-23.845	-492.202
2.750	615.565	-24.384	-492.602
2.760	617.158	-24.896	-493.135
2.770	618.583	-25.339	-493.556
2.780	619.671	-25.675	-493.807
2.790	620.499	-25.816	-493.984
2.800	621.460	-25.866	-494.315
2.810	622.680	-25.974	-494.867
2.820	624.109	-26.124	-495.558
2.830	625.736	-26.259	-496.413
2.840	627.598	-26.453	-497.384
2.850	629.597	-26.742	-498.342
2.860	631.188	-26.988	-499.073
2.870	632.109	-27.106	-499.430
2.880	632.875	-27.226	-499.672
2.890	633.549	-27.404	-499.908
2.900	634.244	-27.618	-500.362
2.910	635.023	-27.896	-500.952
2.920	635.757	-28.117	-501.559
2.930	636.569	-28.239	-502.281
2.940	637.481	-28.367	-503.170
2.950	638.524	-28.586	-504.274
2.960	639.579	-28.996	-505.402
2.970	640.613	-29.584	-506.483
2.980	641.484	-30.281	-507.463
2.990	642.067	-31.011	-508.328
3.000	642.576	-31.633	-509.162
3.010	642.919	-32.177	-509.959
3.020	643.199	-32.514	-510.711
3.030	643.666	-32.645	-511.772
3.040	644.196	-32.652	-513.069
3.050	645.029	-32.793	-514.603
3.060	646.153	-33.210	-516.355
3.070	647.474	-33.886	-518.274
3.080	648.660	-34.768	-520.272
3.090	649.540	-35.645	-522.252
3.100	650.016	-36.501	-524.063
3.110	650.135	-37.265	-525.666
3.120	650.310	-37.937	-527.191
3.130	650.515	-38.487	-528.534
3.140	650.879	-38.876	-529.952
3.150	651.449	-39.230	-531.734
3.160	652.373	-39.716	-533.987
3.170	653.498	-40.379	-536.664
3.180	654.689	-41.168	-539.392
3.190	655.890	-41.947	-541.960
3.200	656.887	-42.635	-544.165
3.210	657.466	-43.222	-545.794
3.220	657.684	-43.732	-546.956
3.230	657.971	-44.251	-547.974
3.240	658.516	-44.647	-549.127
3.250	659.260	-44.885	-550.533
3.260	660.130	-45.094	-552.125
3.270	661.246	-45.366	-553.950
3.280	662.566	-45.703	-556.042
3.290	663.996	-46.063	-558.238
3.300	665.432	-46.424	-560.438
3.310	666.828	-46.769	-562.543
3.320	668.113	-47.068	-564.538
3.330	669.200	-47.390	-566.378
3.340	670.228	-47.729	-568.138
3.350	671.477	-48.063	-570.003
3.360	672.931	-48.366	-572.003
3.370	674.408	-48.569	-574.157
3.380	675.926	-48.667	-576.371
3.390	677.543	-48.610	-578.722
