0.000000	2.512360	2.495880	2.709045	2.584229	2.617645	2.522736
0.005000	2.509003	2.492065	2.708893	2.585297	2.616272	2.525330
0.010000	2.513885	2.502747	2.716522	2.576599	2.610321	2.516937
0.015000	2.511139	2.498016	2.716980	2.571869	2.601929	2.512207
0.020000	2.511292	2.495117	2.711334	2.581024	2.615662	2.521362
0.025000	2.515564	2.496948	2.717743	2.593536	2.624817	2.523499
0.030000	2.510681	2.490082	2.711182	2.579651	2.609863	2.522430
0.035000	2.511749	2.498474	2.717285	2.579346	2.611084	2.514496
0.040000	2.520752	2.503052	2.719421	2.583618	2.614288	2.522583
0.045000	2.512512	2.498169	2.717133	2.581482	2.614594	2.524872
0.050000	2.513275	2.496033	2.720947	2.586060	2.617493	2.522583
0.055000	2.510529	2.496033	2.713013	2.580872	2.614288	2.523804
0.060000	2.517242	2.494812	2.716675	2.582397	2.617645	2.524872
0.065000	2.512970	2.495270	2.711029	2.587280	2.620850	2.528992
0.070000	2.506714	2.493286	2.721710	2.584686	2.618408	2.523193
0.075000	2.511292	2.494812	2.717438	2.577209	2.610626	2.517700
0.080000	2.516937	2.501678	2.715302	2.578888	2.614136	2.521362
0.085000	2.516327	2.502441	2.711182	2.582550	2.618256	2.523804
0.090000	2.507782	2.494659	2.714996	2.583466	2.618256	2.523956
0.095000	2.506561	2.497864	2.716675	2.581635	2.616882	2.522125
0.100000	2.509918	2.495422	2.711334	2.572784	2.605591	2.513428
0.105000	2.512512	2.497101	2.714844	2.588654	2.621002	2.529297
0.110000	2.513885	2.492523	2.710876	2.584534	2.617493	2.525940
0.115000	2.517548	2.501373	2.711639	2.589111	2.620850	2.524567
0.120000	2.514496	2.505341	2.731323	2.570343	2.604370	2.514343
0.125000	2.502289	2.490692	2.713623	2.582397	2.614136	2.529144
0.130000	2.508850	2.493134	2.711945	2.593384	2.626038	2.523193
0.135000	2.509766	2.496796	2.718048	2.583313	2.617187	2.522736
0.140000	2.504272	2.494507	2.716675	2.578583	2.613068	2.523956
0.145000	2.508240	2.499695	2.721558	2.589874	2.622986	2.525635
0.150000	2.516327	2.501526	2.714539	2.585907	2.618713	2.528839
0.155000	2.509918	2.494659	2.708435	2.582550	2.613678	2.518768
0.160000	2.509766	2.493286	2.714844	2.578735	2.609863	2.516937
0.165000	2.510376	2.498779	2.716980	2.580261	2.612762	2.521820
0.170000	2.519989	2.496185	2.711945	2.585754	2.617035	2.523499
0.175000	2.512054	2.496185	2.716217	2.584076	2.615356	2.521362
